title,Authors,1stAuthor,result-from,result-id,result-pub_date,result-title,result-ttl_similarity,result-author,result-link,result-pdf_link
Multi Resolution Analysis (MRA) for Approximate Self-Attention,Zhanpeng Zeng (University of Wisconsin-Madison) · Sourav Pal (University of Wisconsin - Madison) · Jeffery Kline (American Family Insurance) · Glenn Fung (American Family Insurance) · Vikas Singh (University of Wisconsin Madison),Zhanpeng Zeng,Google,,,Adaptive ,0.085,,https://arxiv.org/pdf/2108.04962,
Visual Attention Emerges from Recurrent Sparse Reconstruction,"Baifeng Shi (UC Berkeley) · Yale Song (Microsoft Research) · Neel Joshi (MICROSOFT RESEARCH) · Xin Wang (Microsoft Research, Redmond) · Trevor Darrell (University of California at Berkeley)",Baifeng Shi,arXiv,http://arxiv.org/abs/2204.10962v3,2022-04-23T00:35:02Z,Visual Attention Emerges from Recurrent Sparse Reconstruction,1.0,Xin Wang,http://arxiv.org/abs/2204.10962v3,http://arxiv.org/pdf/2204.10962v3
Learning to Incorporate Texture Saliency Adaptive Attention to Image Cartoonization,Xiang Gao (University of Chinese Academy of Sciences) · Yuqi Zhang (University of Chinese Academy of Sciences) · Yingjie Tian (University of Chinese Academy of Sciences),Xiang Gao,,,,,0.0,,,
Neurotoxin: Durable Backdoors in Federated Learning,"Zhengming Zhang (Southeast University) · Ashwinee Panda (Princeton University) · Linyue Song (University of California, Berkeley) · Yaoqing Yang (UC Berkeley) · Michael Mahoney (UC Berkeley) · Prateek Mittal (Princeton University) · Kannan Ramchandran (UC Berkeley) · Joseph E Gonzalez (UC Berkeley)",Zhengming Zhang,arXiv,http://arxiv.org/abs/2206.10341v1,2022-06-12T16:52:52Z,Neurotoxin: Durable Backdoors in Federated Learning,1.0,Prateek Mittal,http://arxiv.org/abs/2206.10341v1,http://arxiv.org/pdf/2206.10341v1
Faster Fundamental Graph Algorithms via Learned Predictions,Justin Chen (MIT) · Sandeep Silwal (MIT) · Ali Vakilian (Toyota Technological Institute at Chicago) · Fred Zhang (UC Berkeley),Justin Chen,arXiv,http://arxiv.org/abs/2204.12055v1,2022-04-26T03:26:13Z,Faster Fundamental Graph Algorithms via Learned Predictions,1.0,Fred Zhang,http://arxiv.org/abs/2204.12055v1,http://arxiv.org/pdf/2204.12055v1
Understanding The Robustness in Vision Transformers,"Zhou Daquan (National University of Singapore, Insititute of Data Science, Learning and Vision Lab) · Zhiding Yu (NVIDIA) · Enze Xie (The University of Hong Kong) · Chaowei Xiao (University of Michigan) · Animashree Anandkumar (Caltech and NVIDIA) · Jiashi Feng (ByteDance) · Jose M. Alvarez (Nvidia)",Zhou Daquan,arXiv,http://arxiv.org/abs/2204.12451v2,2022-04-26T17:16:32Z,Understanding The Robustness in Vision Transformers,1.0,Jose M. Alvarez,http://arxiv.org/abs/2204.12451v2,http://arxiv.org/pdf/2204.12451v2
Efficient Test-Time Model Adaptation without Forgetting,Shuaicheng Niu (South China University of Technology) · Jiaxiang Wu (Tencent AI Lab) · Yifan Zhang (National University of Singapore) · Yaofo Chen (South China University of Technology) · Shijian Zheng (South China University of Technology) · Peilin Zhao (Tencent AI Lab) · Mingkui Tan (South China University of Technology),Shuaicheng Niu,arXiv,http://arxiv.org/abs/2204.02610v2,2022-04-06T06:39:40Z,Efficient Test-Time Model Adaptation without Forgetting,1.0,Mingkui Tan,http://arxiv.org/abs/2204.02610v2,http://arxiv.org/pdf/2204.02610v2
Identity-Disentangled Adversarial Augmentation for Self-supervised Learning,Kaiwen Yang (University of Science and Technology of China) · Tianyi Zhou (University of Washington) · Xinmei Tian (University of Science and Technology of China) · Dacheng Tao (),Kaiwen Yang,,,,,0.0,,,
Approximate Frank-Wolfe Algorithms over Graph-structured Support Sets,Baojian Zhou (Fudan University) · Yifan Sun (Stony Brook University),Baojian Zhou,arXiv,http://arxiv.org/abs/2107.00472v3,2021-06-29T19:39:43Z,Approximate Frank-Wolfe Algorithms over Graph-structured Support Sets,1.0,Yifan Sun,http://arxiv.org/abs/2107.00472v3,http://arxiv.org/pdf/2107.00472v3
Greedy based Value Representation for Optimal Coordination in Multi-agent Reinforcement Learning,Lipeng Wan (Xian Jiaotong University) · Zeyang Liu (Xi'an Jiaotong University) · Xingyu Chen (Xi'an Jiaotong University) · Xuguang Lan () · Nanning Zheng (Xi'an Jiaotong University),Lipeng Wan,arXiv,http://arxiv.org/abs/2112.04454v1,2021-12-08T18:26:26Z,"Greedy-based Value Representation for Optimal Coordination in
  Multi-agent Reinforcement Learning",0.979,Xuguang Lan,http://arxiv.org/abs/2112.04454v1,http://arxiv.org/pdf/2112.04454v1
Large Batch Experience Replay,"Thibault Lahire (Université de Toulouse, ISAE-SUPAERO) · Matthieu Geist (Google) · Emmanuel Rachelson (ISAE-SUPAERO)",Thibault Lahire,arXiv,http://arxiv.org/abs/2110.01528v2,2021-10-04T15:53:13Z,Large Batch Experience Replay,1.0,Emmanuel Rachelson,http://arxiv.org/abs/2110.01528v2,http://arxiv.org/pdf/2110.01528v2
"ProgFed: Effective, Communication, and Computation Efficient Federated Learning by Progressive Training",Hui-Po Wang (CISPA Helmholtz Center for Information Security) · Sebastian Stich (CISPA Helmholtz Center for Information Security gGmbH) · Yang He (Amazon) · Mario Fritz (CISPA Helmholtz Center for Infomation Security),Hui-Po Wang,arXiv,http://arxiv.org/abs/2110.05323v1,2021-10-11T14:45:00Z,"ProgFed: Effective, Communication, and Computation Efficient Federated
  Learning by Progressive Training",0.99,Mario Fritz,http://arxiv.org/abs/2110.05323v1,http://arxiv.org/pdf/2110.05323v1
Unsupervised Flow-Aligned Sequence-to-Sequence Learning for Video Restoration,"Jing Lin (Tsinghua Univisity, Tsinghua Shenzhen International Graduate School) · Xiaowan Hu (Tsinghua Univisity, Tsinghua Shenzhen International Graduate School) · Yuanhao Cai (Tsinghua Univisity, Tsinghua Shenzhen International Graduate School) · Haoqian Wang (Tsinghua Shenzhen International Graduate School, Tsinghua University) · Youliang Yan (Huawei Noah's Ark Lab) · Xueyi Zou (Huawei Noah's Ark Lab) · Yulun Zhang (ETH Zurich) · Luc Van Gool (ETH Zurich)",Jing Lin,arXiv,http://arxiv.org/abs/2205.10195v2,2022-05-20T14:14:48Z,"Unsupervised Flow-Aligned Sequence-to-Sequence Learning for Video
  Restoration",0.987,Luc Van Gool,http://arxiv.org/abs/2205.10195v2,http://arxiv.org/pdf/2205.10195v2
The algebraic path problem for graph metrics,Enrique Fita Sanmartín (Heidelberg University) · Sebastian Damrich (Heidelberg University) · Fred Hamprecht (Heidelberg Collaboratory for Image Processing),Enrique Fita Sanmartín,,,,,0.0,,,
Robustness and Accuracy Could Be Reconcilable by (Proper) Definition,"Tianyu Pang (Sea AI Lab) · Min Lin (Sea AI Lab) · Xiao Yang (Tsinghua University, Tsinghua University) · Jun Zhu (Tsinghua University) · Shuicheng Yan (Sea AI Labs)",Tianyu Pang,arXiv,http://arxiv.org/abs/2202.10103v2,2022-02-21T10:36:09Z,Robustness and Accuracy Could Be Reconcilable by (Proper) Definition,1.0,Shuicheng Yan,http://arxiv.org/abs/2202.10103v2,http://arxiv.org/pdf/2202.10103v2
Estimating Instance-dependent Label-noise Transition Matrix using a Deep Neural Network,Shuo Yang (University of Technology Sydney) · Erkun Yang (Xidian University) · Bo Han (HKBU / RIKEN) · Yang Liu (UC Santa Cruz) · Min Xu (Univeristy of Technology Sydney) · Gang Niu (RIKEN) · Tongliang Liu (The University of Sydney),Shuo Yang,arXiv,http://arxiv.org/abs/2105.13001v2,2021-05-27T08:36:54Z,"Estimating Instance-dependent Bayes-label Transition Matrix using a Deep
  Neural Network",0.92,Tongliang Liu,http://arxiv.org/abs/2105.13001v2,http://arxiv.org/pdf/2105.13001v2
Learning inverse folding from millions of predicted structures,"Chloe Hsu (University of California, Berkeley) · Robert Verkuil (Facebook AI Research) · Jason Liu (Facebook AI Reseach) · Zeming Lin (New York University) · Brian Hie (Stanford University) · Tom Sercu (Facebook AI Research) · Adam Lerer (Facebook AI Research) · Alexander Rives (FAIR)",Chloe Hsu,,,,,0.0,,,
FLPerf: A Comprehensive Benchmark for Federated Learning at Scale,"Fan Lai (University of Michigan) · Yinwei Dai (University of Michigan) · Sanjay Singapuram (University of Michigan) · Jiachen Liu (University of Michigan) · Xiangfeng Zhu (University of Washington) · Harsha Madhyastha (University of Michigan) · Mosharaf Chowdhury (University of Michigan, Ann Arbor)",Fan Lai,Google,,,Xiangfeng Zhu,0.103,,https://xzhu27.me/,
Estimating the Optimal Covariance with Imperfect Mean in Diffusion Probabilistic Models,Fan Bao (Tsinghua University) · Chongxuan Li (Tsinghua University) · Jiacheng Sun (Huawei Noah's Ark Lab) · Jun Zhu (Tsinghua University) · Bo Zhang (Tsinghua University),Fan Bao,arXiv,http://arxiv.org/abs/2206.07309v1,2022-06-15T05:42:48Z,"Estimating the Optimal Covariance with Imperfect Mean in Diffusion
  Probabilistic Models",0.989,Bo Zhang,http://arxiv.org/abs/2206.07309v1,http://arxiv.org/pdf/2206.07309v1
Loss Function Learning for Domain Generalization by Implicit Gradient,Boyan Gao (University of Edinburgh) · Henry Gouk (University of Edinburgh) · Yongxin Yang (University of Edinburgh ) · Timothy Hospedales (Samsung AI Centre / University of Edinburgh),Boyan Gao,,,,,0.0,,,
Scaling Structured Inference with Randomization,Yao Fu (University of Edinburgh) · John Cunningham (Columbia) · Mirella Lapata (University of Edinburgh),Yao Fu,arXiv,http://arxiv.org/abs/2112.03638v2,2021-12-07T11:26:41Z,Scaling Structured Inference with Randomization,1.0,Mirella Lapata,http://arxiv.org/abs/2112.03638v2,http://arxiv.org/pdf/2112.03638v2
Nonparametric Factor Trajectory Learning for Dynamic Tensor Decomposition,Zheng Wang (University of Utah) · Shandian Zhe (University of Utah),Zheng Wang,Google,,,Detecting time-evolving phenotypic topics via ,0.286,,https://www.sciencedirect.com/science/article/pii/S1532046419301893,
Variational Wasserstein gradient flow,Jiaojiao Fan (Georgia Institute of Technology) · Qinsheng Zhang (Georgia Institution of Technology) · Amirhossein Taghvaei (University of Washington Seattle) · Yongxin Chen (Georgia Institute of Technology),Jiaojiao Fan,arXiv,http://arxiv.org/abs/2112.02424v2,2021-12-04T20:27:31Z,Variational Wasserstein gradient flow,1.0,Yongxin Chen,http://arxiv.org/abs/2112.02424v2,http://arxiv.org/pdf/2112.02424v2
Model-based Meta Reinforcement Learning using Graph Structured Surrogate Models and Amortized Policy Search,"Qi Wang (AMLab, University of Amsterdam) · Herke van Hoof (University of Amsterdam)",Qi Wang,,,,,0.0,,,
Neurocoder:  General-Purpose Computation Using Stored Neural Programs,Hung Le (Deakin University) · Svetha Venkatesh (Deakin University),Hung Le,Google,,,Learning ,0.128,,https://openreview.net/forum?id=O0ow9RQW1nP,
"Learning to Hash Robustly, Guaranteed",Alexandr Andoni () · Daniel Beaglehole (UCSD),Alexandr Andoni,arXiv,http://arxiv.org/abs/2108.05433v4,2021-08-11T20:21:30Z,"Learning to Hash Robustly, Guaranteed",1.0,Daniel Beaglehole,http://arxiv.org/abs/2108.05433v4,http://arxiv.org/pdf/2108.05433v4
Cascaded Gaps: Towards Logarithmic Regret for Risk-Sensitive Reinforcement Learning,Ruitu Xu (Yale University) · Yingjie Fei (Cornell University),Ruitu Xu,arXiv,http://arxiv.org/abs/2203.03110v1,2022-03-07T03:07:09Z,"Cascaded Gaps: Towards Gap-Dependent Regret for Risk-Sensitive
  Reinforcement Learning",0.882,Ruitu Xu,http://arxiv.org/abs/2203.03110v1,http://arxiv.org/pdf/2203.03110v1
Learning to Solve PDE-constrained Inverse Problems with Graph Networks,QINGQING ZHAO (Stanford University) · David B. Lindell (Stanford University) · Gordon Wetzstein (Stanford University),QINGQING ZHAO,arXiv,http://arxiv.org/abs/2206.00711v1,2022-06-01T18:48:01Z,Learning to Solve PDE-constrained Inverse Problems with Graph Networks,1.0,Gordon Wetzstein,http://arxiv.org/abs/2206.00711v1,http://arxiv.org/pdf/2206.00711v1
Distributionally-Aware Kernelized Bandit Problems for Risk Aversion,Sho Takemori (Fujitsu Limited),Sho Takemori,,,,,0.0,,,
Metric-Fair Classifier Derandomization,Jimmy Wu (N/A) · Yatong Chen (UC Santa Cruz) · Yang Liu (UC Santa Cruz),Jimmy Wu,arXiv,http://arxiv.org/abs/2206.07826v2,2022-06-15T21:36:57Z,Metric-Fair Classifier Derandomization,1.0,Yang Liu,http://arxiv.org/abs/2206.07826v2,http://arxiv.org/pdf/2206.07826v2
CtrlFormer: Learning Transferable State Representation for Visual Control via Transformer,Yao Mu (The University of Hong Kong) · Shoufa Chen (The University of Hong Kong) · Mingyu Ding (The University of Hong Kong) · Jianyu Chen (Tsinghua University) · Runjian Chen (The University of Hong Kong) · Ping Luo (The University of Hong Kong),Yao Mu,arXiv,http://arxiv.org/abs/2206.08883v1,2022-06-17T16:32:08Z,"CtrlFormer: Learning Transferable State Representation for Visual
  Control via Transformer",0.989,Ping Luo,http://arxiv.org/abs/2206.08883v1,http://arxiv.org/pdf/2206.08883v1
Instance Dependent Regret Analysis of Kernelized Bandits,"Shubhanshu Shekhar (University of California, San Diego) · Tara Javidi (University of California San Diego)",Shubhanshu Shekhar,arXiv,http://arxiv.org/abs/2203.06297v1,2022-03-12T00:53:59Z,Instance-Dependent Regret Analysis of Kernelized Bandits,0.982,Tara Javidi,http://arxiv.org/abs/2203.06297v1,http://arxiv.org/pdf/2203.06297v1
Federated Learning with Positive and Unlabeled Data,"Xinyang Lin (Xi’an Jiaotong University) · Hanting Chen (Peking University) · Yixing Xu (Huawei Technologies) · Chao Xu (Peking University) · Xiaolin Gui (Xi'an jiaotong university) · Yiping Deng (Huawei) · Yunhe Wang (Noah's Ark Lab, Huawei Technologies.)",Xinyang Lin,arXiv,http://arxiv.org/abs/2106.10904v1,2021-06-21T08:05:51Z,Federated Learning with Positive and Unlabeled Data,1.0,Yunhe Wang,http://arxiv.org/abs/2106.10904v1,http://arxiv.org/pdf/2106.10904v1
Searching for BurgerFormer with Micro-Meso-Macro Space Design,"Longxing Yang (Institute of Computing Technology, Chinese Academy of Sciences) · Yu Hu (Institute of Computing Technology, Chinese Academy of Sciences) · Shun Lu (Institute of Computing Technology, Chinese Academy of Sciences) · Zihao Sun (Institute of Computing Technology, Chinese Academy of Sciences) · Jilin Mei (Institute of Computing Technology, Chinese Academy of Sciences) · Yinhe Han (Institute of Computing Technology Chinese Academy of Sciences) · Xiaowei Li (Institute Of Computing Technology Chinese Academy Of Sciences)",Longxing Yang,Google,,,publications - Yu HU,0.123,,https://meridiancas.github.io/publications/,
Translatotron 2: High-quality direct speech-to-speech translation with voice preservation,Ye Jia (Google) · Michelle Tadmor Ramanovich (Google) · Tal Remez (Google) · Roi Pomerantz (Google),Ye Jia,arXiv,http://arxiv.org/abs/2107.08661v5,2021-07-19T07:43:49Z,"Translatotron 2: High-quality direct speech-to-speech translation with
  voice preservation",0.989,Roi Pomerantz,http://arxiv.org/abs/2107.08661v5,http://arxiv.org/pdf/2107.08661v5
Deconfounded Value Decomposition for Multi-Agent Reinforcement Learning,"Jiahui Li (Zhejiang University) · Kun Kuang (Zhejiang University) · Baoxiang Wang (The Chinese University of Hong Kong, Shenzhen) · Furui Liu (Huawei Noah's Ark Lab) · Long Chen (Columbia University) · Changjie Fan (NetEase Fuxi AI Lab) · Fei Wu (Zhejiang University) · Jun Xiao (Zhejiang University)",Jiahui Li,Google,,,Graph Convolutional ,0.242,,https://openreview.net/forum?id=gDikr8MVsMF,
GNNRank: Learning Global Rankings from Pairwise Comparisons via Directed Graph Neural Networks,Yixuan He (University of Oxford) · Quan Gan (Amazon) · David Wipf (Microsoft Research) · Gesine Reinert (University of Oxford) · Junchi Yan (Shanghai Jiao Tong University) · Mihai Cucuringu (University of Oxford and The Alan Turing Institute),Yixuan He,arXiv,http://arxiv.org/abs/2202.00211v2,2022-02-01T04:19:50Z,"GNNRank: Learning Global Rankings from Pairwise Comparisons via Directed
  Graph Neural Networks",0.989,Mihai Cucuringu,http://arxiv.org/abs/2202.00211v2,http://arxiv.org/pdf/2202.00211v2
Reverse Engineering the Neural Tangent Kernel,James B Simon (UC Berkeley) · Sajant Anand (UC Berkeley) · Michael R DeWeese (UC Berkeley),James B Simon,arXiv,http://arxiv.org/abs/2106.03186v3,2021-06-06T17:25:33Z,Reverse Engineering the Neural Tangent Kernel,1.0,Michael R. DeWeese,http://arxiv.org/abs/2106.03186v3,http://arxiv.org/pdf/2106.03186v3
Interactively Learning Preference Constraints in Linear Bandits,David Lindner (ETH Zürich) · Sebastian Tschiatschek (University of Vienna) · Katja Hofmann (Microsoft) · Andreas Krause (ETH Zurich),David Lindner,arXiv,http://arxiv.org/abs/2206.05255v1,2022-06-10T17:52:58Z,Interactively Learning Preference Constraints in Linear Bandits,1.0,Andreas Krause,http://arxiv.org/abs/2206.05255v1,http://arxiv.org/pdf/2206.05255v1
From Noisy Prediction to True Label: Noisy Prediction Calibration via Generative Model,HeeSun Bae (KAIST) · Seungjae Shin (KAIST) · JoonHo Jang (KAIST) · Byeonghu Na (KAIST) · Kyungwoo Song (University of Seoul) · IL CHUL MOON (KAIST),HeeSun Bae,arXiv,http://arxiv.org/abs/2205.00690v3,2022-05-02T07:15:45Z,"From Noisy Prediction to True Label: Noisy Prediction Calibration via
  Generative Model",0.989,Il-Chul Moon,http://arxiv.org/abs/2205.00690v3,http://arxiv.org/pdf/2205.00690v3
CITRIS: Causal Identifiability from Temporal Intervened Sequences,Phillip Lippe (University of Amsterdam) · Sara Magliacane (University of Amsterdam) · Sindy Löwe (University of Amsterdam) · Yuki Asano (University of Amsterdam) · Taco Cohen (Qualcomm) · Stratis Gavves (University of Amsterdam),Phillip Lippe,arXiv,http://arxiv.org/abs/2202.03169v3,2022-02-07T13:55:36Z,CITRIS: Causal Identifiability from Temporal Intervened Sequences,1.0,Efstratios Gavves,http://arxiv.org/abs/2202.03169v3,http://arxiv.org/pdf/2202.03169v3
Path-aware and structure-preserving generation of synthetically accessible molecules,Juhwan Noh (Korea Advanced Institute of Science and Technology) · Dae-Woong Jeong (LG AI Research) · Kiyoung Kim (LG AI Research) · Sehui Han (LG AI Research) · Moontae Lee (LG AI Research) · Honglak Lee (LG AI Research / U. Michigan) · Yousung Jung (KAIST),Juhwan Noh,Google,,,"SAVI, in silico ",0.16,,https://www.nature.com/articles/s41597-020-00727-4,
